ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006959,humoral immune response,31/1495,146/14945,3.991492499970551e-5,0.0020542623050819313,0.0018980495250243206,Alox5/B2m/C4bp/C8g/Ccl25/Ccl28/Cd59b/Cfb/Cfi/Crp/Defa26/Defa29/Defa40/Dmbt1/Exo1/Gata3/Gata6/H2-DMa/Jchain/Mbl2/Mptx1/Npy/Reg1/Reg3a/Reg3b/Reg3g/Spns2/Wfdc10/Wfdc15b/Wfdc16/Wfdc21,31
BP,GO:0008207,C21-steroid hormone metabolic process,11/1495,28/14945,4.149830895794896e-5,0.002115216690250841,0.001954368740701787,Akr1c14/Akr1c21/Bmp2/Clcn2/Cyp17a1/Cyp2d22/Hsd3b2/Hsd3b3/Scp2/Srd5a1/Wnt4,11
BP,GO:0070192,chromosome organization involved in meiotic cell cycle,17/1495,59/14945,4.276484447276347e-5,0.0021590137195249444,0.0019948353015716135,Brip1/Bub1/Bub1b/Ccnb1ip1/Fancd2/Incenp/Ncapd2/Ncapd3/Ncaph/Ncaph2/Rad51/Rec8/Sgo1/Sgo2a/Sun1/Syce3/Sycp3,17
BP,GO:0008608,attachment of spindle microtubules to kinetochore,12/1495,33/14945,4.6023836798397315e-5,0.0022852493921846936,0.00211147160353764,Aurkb/Brca2/Ccnb1/Cenpe/Knl1/Knstrn/Ndc80/Nek2/Nuf2/Racgap1/Sgo1/Spag5,12
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,13/1495,38/14945,4.698965926205086e-5,0.0022852493921846936,0.00211147160353764,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,13
BP,GO:0046717,acid secretion,13/1495,38/14945,4.698965926205086e-5,0.0022852493921846936,0.00211147160353764,Abat/Cacna1a/Cacnb4/Ces1d/Ces1e/Ces1g/Ghrl/Hrh3/P2rx7/Slc26a6/Slc51a/Slc51b/Slc9a3r1,13
BP,GO:0071173,spindle assembly checkpoint signaling,13/1495,38/14945,4.698965926205086e-5,0.0022852493921846936,0.00211147160353764,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,13
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,16/1495,54/14945,4.903566386023372e-5,0.0023630732193008993,0.002183377453987249,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Ube2c/Zwilch,16
BP,GO:0006271,DNA strand elongation involved in DNA replication,7/1495,12/14945,4.975425319747454e-5,0.0023761017675658787,0.0021954152691118925,Gins1/Lig1/Mcm3/Mcm4/Pola1/Pold2/Pole,7
BP,GO:0051321,meiotic cell cycle,42/1495,225/14945,5.0846579483032774e-5,0.002406586766424614,0.0022235820896104462,Aspm/Brca2/Brip1/Bub1/Bub1b/Ccnb1ip1/Ccnb2/Cdc20/Cdk2/Cenpe/Chtf18/Clgn/Espl1/Exo1/Fancd2/Fbxo5/Gm960/H2ax/Incenp/Mastl/Mki67/Ncapd2/Ncapd3/Ncaph/Ncaph2/Ndc80/Nek2/Nuf2/Ovol1/Plk1/Rad51/Rad54b/Rad54l/Rec8/Sgo1/Sgo2a/Sun1/Syce3/Sycp3/Top2a/Ttk/Wnt4,42
BP,GO:0072330,monocarboxylic acid biosynthetic process,35/1495,176/14945,5.577418848801581e-5,0.0026164510900439984,0.002417487648204356,Abcd1/Abhd3/Acsbg1/Acsm3/Acsm5/Aldh1a1/Alox5/Apoa1/Apoa4/Apoc3/Asah2/Brca1/Ceacam1/Ces1d/Ces1e/Ces1g/Cyp1a1/Edn2/Fads1/Fads2/Insig1/Lipg/Lpgat1/Ltc4s/Mlxipl/Nr1d1/Nr1h3/Pkm/Rdh16/Rdh16f2/Rdh9/Scd2/Slc27a2/Slc27a5/Stard4,35
BP,GO:0009063,cellular amino acid catabolic process,20/1495,78/14945,5.9717596082106564e-5,0.0027332861201026758,0.0025254381629757545,Abat/Acat1/Ahcy/Aldh4a1/Arg2/Cdo1/Csad/Dao/Gad2/Gcat/Glud1/Hpd/Mccc2/Oat/Otc/Pipox/Prodh/Prodh2/Sardh/Shmt1,20
BP,GO:0033047,regulation of mitotic sister chromatid segregation,14/1495,44/14945,6.047764780434595e-5,0.0027332861201026758,0.0025254381629757545,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:0043090,amino acid import,14/1495,44/14945,6.047764780434595e-5,0.0027332861201026758,0.0025254381629757545,Ace2/Cltrn/Sfxn1/Sfxn2/Slc1a1/Slc1a2/Slc1a3/Slc36a1/Slc43a2/Slc47a1/Slc6a20a/Slc7a8/Slc9a3r1/Tspo2,14
BP,GO:0098856,intestinal lipid absorption,8/1495,16/14945,6.0660387538902836e-5,0.0027332861201026758,0.0025254381629757545,Acat2/Apoa1/Apoa2/Apoa4/Dgat1/Enpp7/Fabp2/Npc1l1,8
BP,GO:0019883,antigen processing and presentation of endogenous antigen,11/1495,29/14945,6.084281497304579e-5,0.0027332861201026758,0.0025254381629757545,B2m/Gm11127/Gm8909/H2-Bl/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-T3/Tap1/Tapbp,11
BP,GO:0062012,regulation of small molecule metabolic process,55/1495,324/14945,6.232436785845673e-5,0.0027763149077115893,0.00256519490177266,Abcd1/Acadm/Adora2b/Apoa1/Apoa4/Apob/Apoc3/Avpr1b/Bad/Bmp2/Brca1/C1qtnf12/C1qtnf2/Cacna1a/Cd244a/Ceacam1/Ces1d/Ces1e/Ces1g/Clcn2/Dgat1/Dhcr7/Ephx2/Fmo5/Gfi1/Gpd1/Gpt/Insig1/Isx/Khk/Lcmt1/Lpgat1/Mfsd2a/Mlxipl/Nr1d1/Nr1h3/Nr3c1/P2rx7/P2ry1/Pdk2/Pdk3/Ppara/Ppard/Ptafr/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Slc4a4/Slc7a7/Stard4/Thrb/Tysnd1/Wnt4,55
BP,GO:0098739,import across plasma membrane,30/1495,143/14945,6.679109735958292e-5,0.0029504967258595755,0.002726131368545082,Ace2/Acsl1/Acsl6/Atp1a1/Cltrn/Kcnj2/Slc11a2/Slc12a6/Slc15a1/Slc1a1/Slc1a2/Slc1a3/Slc27a5/Slc31a1/Slc36a1/Slc39a5/Slc43a2/Slc46a1/Slc47a1/Slc5a1/Slc5a6/Slc6a20a/Slc7a8/Slc8a3/Slc9a3/Slc9a3r1/Trpv3/Trpv6/Tspo2/Wnk2,30
BP,GO:0050810,regulation of steroid biosynthetic process,18/1495,67/14945,7.141877178057268e-5,0.0031098757126398675,0.002873390659341992,Adora2b/Apob/Atp1a1/Bmp2/Ces1d/Ces1e/Ces1g/Clcn2/Cyp17a1/Dhcr7/Gfi1/Insig1/Nr1d1/Nr3c1/Scp2/Sec14l2/Stard4/Wnt4,18
BP,GO:0045839,negative regulation of mitotic nuclear division,15/1495,50/14945,7.157231408075153e-5,0.0031098757126398675,0.002873390659341992,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Fgfr3/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,15
BP,GO:0045132,meiotic chromosome segregation,20/1495,79/14945,7.254323767367921e-5,0.0031264366090095405,0.0028886922113447104,Brca2/Brip1/Bub1/Bub1b/Ccnb1ip1/Espl1/Fancd2/Ncapd3/Ncaph/Ncaph2/Nuf2/Plk1/Rec8/Sgo1/Sgo2a/Sun1/Syce3/Sycp3/Top2a/Ttk,20
BP,GO:0007088,regulation of mitotic nuclear division,23/1495,98/14945,7.75703860636813e-5,0.0033161340042223756,0.0030639644002912487,Aurkb/Birc5/Bora/Bub1/Bub1b/Ccnb1/Cd28/Cdca2/Cenpe/Edn3/Fbxo5/Fgfr3/Gen1/Kif20b/Kntc1/Lcmt1/Mki67/Ndc80/Nusap1/Plk1/Smpd3/Ttk/Zwilch,23
BP,GO:0030258,lipid modification,36/1495,186/14945,7.925926135766001e-5,0.0033589589392488822,0.0031035327881184386,Abca2/Abcd1/Acaa2/Acad11/Acadm/Acat1/Acat2/Adh4/Adh7/Alox5/Apoa1/Apoa2/Apoa4/B4galnt1/Bdh2/C1qtnf2/Cyp1a1/Cyp4v3/Dgat1/Dgka/Eci3/Ehhadh/Ephx2/Hadh/Hao2/Inpp5b/Mfsd2a/Mtmr4/Ppara/Ppard/Scp2/Slc27a2/St3gal4/Stard4/Tpte/Tysnd1,36
BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,16/1495,56/14945,7.983943149318227e-5,0.0033589589392488822,0.0031035327881184386,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Ube2c/Zwilch,16
BP,GO:0015718,monocarboxylic acid transport,21/1495,86/14945,8.528037066204222e-5,0.0035055880727374116,0.003239011765892667,Ace/Aqp8/Avpr1b/Ceacam1/Ces1d/Ces1e/Ces1g/Map2k6/P2rx7/Pla2g12b/Pla2g5/Slc10a5/Slc16a9/Slc26a6/Slc51a/Slc51b/Slc5a6/Slc6a8/Slc9a3r1/Slco2b1/Tnfrsf11a,21
BP,GO:0042632,cholesterol homeostasis,21/1495,86/14945,8.528037066204222e-5,0.0035055880727374116,0.003239011765892667,Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1e/Ces1g/Ephx2/G6pc/Il18/Insig1/Lipg/Mttp/Npc1l1/Nr1d1/Nr1h3/Nr5a2/Pcsk9/Pla2g12b/Slc37a4,21
BP,GO:0008203,cholesterol metabolic process,26/1495,118/14945,8.530859486570951e-5,0.0035055880727374116,0.003239011765892667,Abca2/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1e/Ces1g/Cubn/Dhcr24/Dhcr7/Ebp/Ephx2/Fmo5/Insig1/Lbr/Lipe/Mttp/Npc1l1/Pcsk9/Pmp22/Scp2/Sec14l2/Sult2b1/Thrb,26
BP,GO:0071174,mitotic spindle checkpoint signaling,13/1495,40/14945,8.630411817226062e-5,0.0035192163879319504,0.00325160373972088,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,13
BP,GO:0006865,amino acid transport,28/1495,132/14945,9.417146876195108e-5,0.003754198023690288,0.003468716608431559,Abat/Ace2/Arg2/Cacna1a/Cacnb4/Cltrn/Hrh3/Nr3c1/P2rx7/Sfxn1/Sfxn2/Slc15a1/Slc1a1/Slc1a2/Slc1a3/Slc25a45/Slc36a1/Slc43a2/Slc47a1/Slc6a19/Slc6a20a/Slc6a7/Slc7a15/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1/Tspo2,28
BP,GO:0071466,cellular response to xenobiotic stimulus,28/1495,132/14945,9.417146876195108e-5,0.003754198023690288,0.003468716608431559,Acsl1/Akr1c12/Akr1c13/Ccl4/Cyp1a1/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Dpep1/E2f1/Fmo1/Fmo4/Fmo5/Gstt1/Mcpt1/Sult1b1/Tfrc/Vkorc1,28
BP,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,9/1495,21/14945,9.419134826463089e-5,0.003754198023690288,0.003468716608431559,B2m/Gm11127/Gm8909/H2-Bl/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-T3,9
BP,GO:0033865,nucleoside bisphosphate metabolic process,22/1495,93/14945,9.715690135971819e-5,0.003759333825604862,0.003473461867282126,Abcd1/Acaa2/Acat1/Acot12/Acsl1/Acsl6/Acsm3/Acsm5/Ces1d/Dgat1/Ehhadh/Far2/Mccc2/Pank3/Papss1/Papss2/Pdk2/Pdk3/Pipox/Scp2/Sult1b1/Sult2b1,22
BP,GO:0033875,ribonucleoside bisphosphate metabolic process,22/1495,93/14945,9.715690135971819e-5,0.003759333825604862,0.003473461867282126,Abcd1/Acaa2/Acat1/Acot12/Acsl1/Acsl6/Acsm3/Acsm5/Ces1d/Dgat1/Ehhadh/Far2/Mccc2/Pank3/Papss1/Papss2/Pdk2/Pdk3/Pipox/Scp2/Sult1b1/Sult2b1,22
BP,GO:0034032,purine nucleoside bisphosphate metabolic process,22/1495,93/14945,9.715690135971819e-5,0.003759333825604862,0.003473461867282126,Abcd1/Acaa2/Acat1/Acot12/Acsl1/Acsl6/Acsm3/Acsm5/Ces1d/Dgat1/Ehhadh/Far2/Mccc2/Pank3/Papss1/Papss2/Pdk2/Pdk3/Pipox/Scp2/Sult1b1/Sult2b1,22
BP,GO:0046889,positive regulation of lipid biosynthetic process,22/1495,93/14945,9.715690135971819e-5,0.003759333825604862,0.003473461867282126,Abcd1/Adora2b/Apoa1/Apoa4/Apoc3/Cyp17a1/Dgat1/Enpp7/Lpgat1/Mfsd2a/Mlxipl/Nr1d1/Nr1h3/Ppara/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Smpd3/Stard4/Wnt4,22
BP,GO:1904478,regulation of intestinal absorption,7/1495,13/14945,9.847574990445775e-5,0.003782753262634279,0.003495100414229153,Acat2/Apoa1/Apoa2/Apoa4/Dgat1/Enpp7/Isx,7
BP,GO:0062013,positive regulation of small molecule metabolic process,30/1495,146/14945,9.959056091299097e-5,0.0037980544129479505,0.0035092380153589325,Abcd1/Adora2b/Apoa1/Apoa4/Avpr1b/C1qtnf2/Cd244a/Ces1d/Ces1e/Ces1g/Dgat1/Gpd1/Gpt/Lpgat1/Mlxipl/Nr1d1/Nr1h3/P2rx7/P2ry1/Ppara/Ppard/Ptafr/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Slc4a4/Stard4/Wnt4,30
BP,GO:0072329,monocarboxylic acid catabolic process,24/1495,106/14945,1.0042108951603934e-4,0.003802372825175175,0.003513228041489707,Abcd1/Abhd3/Acaa2/Acad11/Acadm/Acat1/Acat2/Adtrp/Bdh2/Ces1d/Crabp1/Cyp4f14/Cyp4f15/Cyp4f40/Eci3/Ehhadh/Hadh/Lipe/Mfsd2a/Pck1/Ppard/Scp2/Slc27a2/Tysnd1,24
BP,GO:0019216,regulation of lipid metabolic process,55/1495,331/14945,1.1201120138286982e-4,0.0042111445285857654,0.0038909154164575833,Abca2/Abcd1/Acer1/Adora2b/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Atp1a1/Bmp2/Brca1/C1qtnf2/Ceacam1/Ces1d/Ces1e/Ces1g/Clcn2/Cyp17a1/Dgat1/Dhcr7/Enpp7/Ephx2/Fgfr3/Fmo5/Gfi1/Idh1/Insig1/Isx/Lgals12/Lpgat1/Mfsd2a/Mlxipl/Mtmr4/Nr1d1/Nr1h3/Nr3c1/Pck1/Pdk2/Pdk3/Ppara/Ppard/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Smpd3/Sorl1/Stard4/Thrb/Tnfaip8l3/Tysnd1/Vav2/Wnt4,55
BP,GO:0071825,protein-lipid complex subunit organization,13/1495,41/14945,1.1490032137218975e-4,0.004264733558277164,0.003940429362218379,Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1g/Dgat1/Lipg/Mfsd2a/Mttp/Pla2g12b/Pla2g5,13
BP,GO:0018958,phenol-containing compound metabolic process,22/1495,94/14945,1.1504563267942549e-4,0.004264733558277164,0.003940429362218379,a/Abat/Cyp2d22/Dao/Dio1/Gata3/Gcnt4/Grin2a/Insm1/Iyd/Maob/Npy/Opn3/Pax8/Pmel/Slc16a10/Slc1a1/Slc5a5/Slc6a3/Slco4a1/Sult1b1/Sult1d1,22
BP,GO:0007143,female meiotic nuclear division,12/1495,36/14945,1.2218371153770115e-4,0.0044978878809816235,0.004155853872696809,Ccnb2/Cenpe/Fbxo5/Mastl/Ncaph/Ncaph2/Ndc80/Plk1/Sgo2a/Sycp3/Top2a/Ttk,12
BP,GO:1905039,carboxylic acid transmembrane transport,25/1495,114/14945,1.2548575339683534e-4,0.0045875860603905114,0.004238731111110525,Abcd1/Ace2/Acsl1/Acsl6/Cltrn/Sfxn1/Sfxn2/Slc13a2/Slc1a1/Slc1a2/Slc1a3/Slc23a1/Slc27a5/Slc36a1/Slc43a2/Slc46a1/Slc47a1/Slc5a6/Slc6a20a/Slc6a7/Slc7a15/Slc7a7/Slc7a8/Slc7a9/Tspo2,25
BP,GO:0042446,hormone biosynthetic process,14/1495,47/14945,1.3491387331815872e-4,0.0048984824825997215,0.0045259859592602205,Atp1a1/Bmp2/Cacna1a/Clcn2/Cyp17a1/Dhcr7/Dio1/Gfi1/Hsd3b2/Hsd3b3/Nr3c1/Scp2/Srd5a1/Wnt4,14
BP,GO:1902652,secondary alcohol metabolic process,27/1495,128/14945,1.3756168023046274e-4,0.004960642631984238,0.004583419248924763,Abca2/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1e/Ces1g/Cubn/Dhcr24/Dhcr7/Ebp/Ephx2/Fmo5/Idh1/Insig1/Lbr/Lipe/Mttp/Npc1l1/Pcsk9/Pmp22/Scp2/Sec14l2/Sult2b1/Thrb,27
BP,GO:1903825,organic acid transmembrane transport,25/1495,115/14945,1.4537149400688915e-4,0.0051959203240509125,0.004800805660860194,Abcd1/Ace2/Acsl1/Acsl6/Cltrn/Sfxn1/Sfxn2/Slc13a2/Slc1a1/Slc1a2/Slc1a3/Slc23a1/Slc27a5/Slc36a1/Slc43a2/Slc46a1/Slc47a1/Slc5a6/Slc6a20a/Slc6a7/Slc7a15/Slc7a7/Slc7a8/Slc7a9/Tspo2,25
BP,GO:0019370,leukotriene biosynthetic process,6/1495,10/14945,1.4604643053831086e-4,0.0051959203240509125,0.004800805660860194,Alox5/Lta4h/Ltc4s/Mgst2/Mgst3/Pla2g5,6
BP,GO:1901605,alpha-amino acid metabolic process,31/1495,157/14945,0.00016585610924992481,0.005842225852659764,0.005397964017201498,Acat1/Agmat/Ahcy/Aldh4a1/Arg2/Cdo1/Csad/Cyp2d22/Dao/Dglucy/Dhfr/Dpep1/Gad2/Gcat/Ggt1/Glud1/Gm4952/Hpd/Iyd/Kyat3/Mpst/Nags/Oat/Otc/Pipox/Prodh/Prodh2/Sardh/Shmt1/Slc7a7/Ttc36,31
BP,GO:0006775,fat-soluble vitamin metabolic process,10/1495,27/14945,1.664169220433172e-4,0.005842225852659764,0.005397964017201498,Crabp1/Cyp4f14/Cyp4f15/Cyp4f40/Dgat1/Gfi1/Isx/Lrat/Ppard/Vkorc1,10
BP,GO:0034501,protein localization to kinetochore,8/1495,18/14945,1.7170632727928862e-4,0.00592519229154326,0.005474621418511063,Aurkb/Cdk1/Haspin/Knl1/Kntc1/Ndc80/Ttk/Zwilch,8
BP,GO:1903083,protein localization to condensed chromosome,8/1495,18/14945,1.7170632727928862e-4,0.00592519229154326,0.005474621418511063,Aurkb/Cdk1/Haspin/Knl1/Kntc1/Ndc80/Ttk/Zwilch,8
BP,GO:0042742,defense response to bacterium,36/1495,193/14945,1.7245951807733794e-4,0.00592519229154326,0.005474621418511063,2610528A11Rik/Aqp1/Arg2/B2m/Casp1/Cd160/Defa26/Defa29/Defa40/Dmbt1/Gsdmc2/Gsdmc4/Gsdmd/H2-K1/Hmgb2/Igtp/Irf8/Irgm1/Jchain/Lypd8/Mbl2/Naip1/Naip5/Naip6/Nlrp6/Npy/Oas1e/P2rx7/Plac8/Pycard/Reg3b/Reg3g/Wfdc10/Wfdc15b/Wfdc16/Wfdc21,36
BP,GO:0034440,lipid oxidation,23/1495,103/14945,1.7325123659483216e-4,0.00592519229154326,0.005474621418511063,Abcd1/Acaa2/Acad11/Acadm/Acat1/Acat2/Adh4/Adh7/Alox5/Bdh2/C1qtnf2/Cyp4v3/Dgat1/Eci3/Ehhadh/Hadh/Hao2/Mfsd2a/Ppara/Ppard/Scp2/Slc27a2/Tysnd1,23
BP,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,7/1495,14/14945,1.7994176175315185e-4,0.00611455948111191,0.005649588511723452,Aurkb/Ccnb1/Cenpe/Knstrn/Nek2/Racgap1/Spag5,7
BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,28/1495,137/14945,1.8412836042965233e-4,0.006216970946736223,0.005744212276762806,Aurkb/Bora/Ccnb1/Cdc20/Cenpa/Cenpe/Cenph/Dlgap5/Gpsm2/Kif11/Kif23/Kif4/Kifc1/Kifc5b/Mybl2/Ndc80/Nek2/Nuf2/Nusap1/Pax6/Plk1/Prc1/Racgap1/Sapcd2/Spc25/Stmn1/Tacc3/Tpx2,28
BP,GO:0051784,negative regulation of nuclear division,15/1495,54/14945,1.8749547733173472e-4,0.006290591932503328,0.0058122348835746955,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Fgfr3/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,15
BP,GO:0031577,spindle checkpoint signaling,13/1495,43/14945,1.972130260908279e-4,0.006575007869858356,0.006075022908974658,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,13
BP,GO:0016125,sterol metabolic process,26/1495,124/14945,2.0083087528456267e-4,0.006653777936771668,0.00614780304407283,Abca2/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1e/Ces1g/Cubn/Dhcr24/Dhcr7/Ebp/Ephx2/Fmo5/Insig1/Lbr/Lipe/Mttp/Npc1l1/Pcsk9/Pmp22/Scp2/Sec14l2/Sult2b1/Thrb,26
BP,GO:0045834,positive regulation of lipid metabolic process,31/1495,159/14945,2.1043993421506773e-4,0.006928832865056361,0.0064019419019464546,Abcd1/Adora2b/Apoa1/Apoa2/Apoa4/Apoc3/C1qtnf2/Ces1d/Ces1e/Ces1g/Cyp17a1/Dgat1/Enpp7/Fgfr3/Lpgat1/Mfsd2a/Mlxipl/Nr1d1/Nr1h3/Ppara/Ppard/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Smpd3/Stard4/Tnfaip8l3/Vav2/Wnt4,31
BP,GO:0034368,protein-lipid complex remodeling,9/1495,23/14945,2.17621158538878e-4,0.006951432243117863,0.006422822749873891,Apoa1/Apoa2/Apoa4/Apob/Apoc3/Lipg/Mttp/Pla2g12b/Pla2g5,9
BP,GO:0034369,plasma lipoprotein particle remodeling,9/1495,23/14945,2.17621158538878e-4,0.006951432243117863,0.006422822749873891,Apoa1/Apoa2/Apoa4/Apob/Apoc3/Lipg/Mttp/Pla2g12b/Pla2g5,9
BP,GO:0015804,neutral amino acid transport,12/1495,38/14945,2.1874736707537963e-4,0.006951432243117863,0.006422822749873891,Ace2/Cltrn/Sfxn1/Sfxn2/Slc1a1/Slc36a1/Slc43a2/Slc6a19/Slc6a20a/Slc6a7/Slc7a8/Slc7a9,12
BP,GO:0044786,cell cycle DNA replication,12/1495,38/14945,2.1874736707537963e-4,0.006951432243117863,0.006422822749873891,Brca2/E2f7/E2f8/Fbxo5/Gins1/Lig1/Mcm2/Mcm3/Mcm4/Mcm6/Pola1/Rad51,12
BP,GO:0019395,fatty acid oxidation,22/1495,98/14945,2.1927062363176977e-4,0.006951432243117863,0.006422822749873891,Abcd1/Acaa2/Acad11/Acadm/Acat1/Acat2/Adh4/Adh7/Bdh2/C1qtnf2/Cyp4v3/Dgat1/Eci3/Ehhadh/Hadh/Hao2/Mfsd2a/Ppara/Ppard/Scp2/Slc27a2/Tysnd1,22
BP,GO:0006695,cholesterol biosynthetic process,14/1495,49/14945,2.2030571908013602e-4,0.006951432243117863,0.006422822749873891,Apoa1/Apoa4/Apob/Ces1d/Ces1e/Ces1g/Dhcr24/Dhcr7/Ebp/Insig1/Lbr/Npc1l1/Scp2/Sec14l2,14
BP,GO:1902653,secondary alcohol biosynthetic process,14/1495,49/14945,2.2030571908013602e-4,0.006951432243117863,0.006422822749873891,Apoa1/Apoa4/Apob/Ces1d/Ces1e/Ces1g/Dhcr24/Dhcr7/Ebp/Insig1/Lbr/Npc1l1/Scp2/Sec14l2,14
BP,GO:0006310,DNA recombination,45/1495,263/14945,2.3314912941129742e-4,0.007313157011889276,0.0067570407919698965,Alyref2/Ankle1/Aunip/Brca1/Brca2/Brip1/Ccnb1ip1/Cd28/Chtf18/Exo1/Fancd2/Gen1/Gm960/H1f3/H1f4/H1f5/H2ax/Hmgb2/Hrob/Lig1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Parpbp/Pif1/Polq/Rad51/Rad54b/Rad54l/Rec8/Rmi2/Rpa2/Shld2/Syce3/Sycp3/Tbx21/Tfrc/Tnfsf13/Tnfsfm13/Tonsl/Top2a/Ung/Zranb3,45
BP,GO:0007052,mitotic spindle organization,24/1495,112/14945,2.464507527857727e-4,0.007684914355984594,0.0071005284997659466,Aurkb/Bora/Ccnb1/Cdc20/Cenpe/Cenph/Dlgap5/Gpsm2/Kif11/Kif23/Kif4/Kifc1/Kifc5b/Mybl2/Ndc80/Nek2/Nuf2/Plk1/Prc1/Racgap1/Spc25/Stmn1/Tacc3/Tpx2,24
BP,GO:0032782,bile acid secretion,6/1495,11/14945,2.9406523718853534e-4,0.009116022352844595,0.008422810394818436,Ces1d/Ces1e/Ces1g/Slc51a/Slc51b/Slc9a3r1,6
BP,GO:0007127,meiosis I,22/1495,100/14945,2.9743484198091534e-4,0.009166872658958327,0.00846979387844063,Brca2/Brip1/Ccnb1ip1/Ccnb2/Cenpe/Chtf18/Espl1/Fancd2/Fbxo5/Gm960/Ndc80/Plk1/Rad51/Rad54b/Rad54l/Rec8/Sgo1/Sgo2a/Sun1/Syce3/Sycp3/Top2a,22
BP,GO:0006260,DNA replication,41/1495,236/14945,3.1257495178559064e-4,0.009561906583252773,0.00883478813965094,Alyref2/Brca2/Cdc6/Cdk1/Cdk2/Chtf18/Dscc1/Dtl/E2f7/E2f8/Enpp7/Esco2/Fbxo5/Gen1/Gins1/Gmnn/Lig1/Mcm10/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Pclaf/Pif1/Pola1/Pold1/Pold2/Pole/Polq/Rad51/Rfc3/Rfc4/Rmi2/Rpa2/Ticrr/Tonsl/Traip/Usp37/Wdhd1/Zranb3,41
BP,GO:0002475,antigen processing and presentation via MHC class Ib,9/1495,24/14945,3.174675643562512e-4,0.009561906583252773,0.00883478813965094,B2m/Gm11127/Gm8909/H2-Bl/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-T3,9
BP,GO:0034367,protein-containing complex remodeling,9/1495,24/14945,3.174675643562512e-4,0.009561906583252773,0.00883478813965094,Apoa1/Apoa2/Apoa4/Apob/Apoc3/Lipg/Mttp/Pla2g12b/Pla2g5,9
BP,GO:0042403,thyroid hormone metabolic process,9/1495,24/14945,3.174675643562512e-4,0.009561906583252773,0.00883478813965094,Dio1/Gata3/Gcnt4/Iyd/Pax8/Slc16a10/Slc5a5/Slco4a1/Sult1b1,9
BP,GO:0032350,regulation of hormone metabolic process,13/1495,45/14945,3.255555719925549e-4,0.009750113486624483,0.00900868317859862,Atp1a1/Bmp2/Cacna1a/Clcn2/Cyp17a1/Gata3/Gfi1/Nr3c1/Pax8/Rdh16/Rdh16f2/Rdh9/Wnt4,13
