ensembl,symbol,description,log2FoldChange,pvalue,padj,206221_sp_7d_tg,206220_sp_7d_tg,206222_sp_7d_tg,206218_sp_7d_tg,206333_sp_7d_tg,206334_sp_7d_tg,206346_sp_7d_wt,193373_sp_7d_wt,193377_sp_7d_wt,206219_sp_7d_wt,206332_sp_7d_wt,206217_sp_7d_wt
ENSMUSG00000030423,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913411]",0.169103429,0.246589563,0.393573412,82,107,84,89,97,106,83,47,89,81,89,96
ENSMUSG00000030220,Arhgdib,"Rho, GDP dissociation inhibitor (GDI) beta [Source:MGI Symbol;Acc:MGI:101940]",-0.43970792,0.246762424,0.393820084,11,26,15,64,84,40,67,22,54,76,40,52
ENSMUSG00000038525,Armc10,armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461],0.183021298,0.24718291,0.394461887,68,83,86,79,67,70,80,45,57,68,52,87
ENSMUSG00000069094,Pde7a,phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402],-0.183408868,0.247307806,0.39460264,76,70,66,88,124,80,83,70,88,101,86,124
ENSMUSG00000097903,Gm26679,"predicted gene, 26679 [Source:MGI Symbol;Acc:MGI:5477173]",-0.39145068,0.247306295,0.39460264,18,17,13,6,19,10,28,18,8,21,16,13
ENSMUSG00000115647,Gm49265,"predicted gene, 49265 [Source:MGI Symbol;Acc:MGI:6118742]",0.531141773,0.247339549,0.394624012,3,11,8,10,7,12,9,1,5,7,8,4
ENSMUSG00000027742,Cog6,component of oligomeric golgi complex 6 [Source:MGI Symbol;Acc:MGI:1914792],-0.156894276,0.247431981,0.394712921,99,118,94,101,105,110,115,96,132,96,79,160
ENSMUSG00000118236,Gm34922,"predicted gene, 34922 [Source:MGI Symbol;Acc:MGI:5594081]",1.606263724,0.247426771,0.394712921,0,1,0,2,3,1,1,0,1,0,0,0
ENSMUSG00000053588,A730061H03Rik,RIKEN cDNA A730061H03 gene [Source:MGI Symbol;Acc:MGI:2445099],-0.50285815,0.247464516,0.394735545,3,6,4,4,9,8,5,8,10,5,8,10
ENSMUSG00000020807,4933427D14Rik,RIKEN cDNA 4933427D14 gene [Source:MGI Symbol;Acc:MGI:1921727],-0.252731582,0.247487124,0.39474233,33,42,23,24,34,30,58,26,34,30,26,40
ENSMUSG00000028358,Zfp618,zinc finger protein 618 [Source:MGI Symbol;Acc:MGI:1919950],0.352298193,0.247518339,0.394762842,17,19,17,26,31,39,11,27,16,19,12,27
ENSMUSG00000060029,4930473A02Rik,RIKEN cDNA 4930473A02 gene [Source:MGI Symbol;Acc:MGI:2447823],0.695856619,0.247656317,0.394953611,4,3,5,6,4,3,1,2,4,2,2,4
ENSMUSG00000104524,Gm37333,"predicted gene, 37333 [Source:MGI Symbol;Acc:MGI:5610561]",0.345659756,0.247900127,0.39528381,20,28,14,17,25,9,12,16,10,15,11,21
ENSMUSG00000096847,Tmem151b,transmembrane protein 151B [Source:MGI Symbol;Acc:MGI:2685169],1.528718421,0.247885378,0.39528381,3,0,1,2,1,2,0,3,0,0,0,0
ENSMUSG00000044145,1810024B03Rik,RIKEN cDNA 1810024B03 gene [Source:MGI Symbol;Acc:MGI:1925560],-0.218751623,0.247943207,0.395323193,55,46,52,42,72,65,60,54,42,58,70,90
ENSMUSG00000074811,Hps6,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3 [Source:MGI Symbol;Acc:MGI:2181763]",-0.291280947,0.247982833,0.395357064,27,21,25,30,27,21,33,26,44,22,32,20
ENSMUSG00000051285,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:2441773],-0.120497781,0.248026864,0.395397952,253,320,256,285,316,284,327,288,262,360,255,293
ENSMUSG00000109942,Gm45262,predicted gene 45262 [Source:MGI Symbol;Acc:MGI:5791098],-1.73331588,0.248085916,0.395462778,0,1,1,0,0,0,4,2,0,0,0,1
ENSMUSG00000069633,Pex11g,peroxisomal biogenesis factor 11 gamma [Source:MGI Symbol;Acc:MGI:1920905],-0.199076076,0.248125188,0.395466757,52,62,56,55,78,46,58,46,75,50,70,87
ENSMUSG00000021846,Peli2,pellino 2 [Source:MGI Symbol;Acc:MGI:1891445],-0.210731763,0.248114659,0.395466757,40,41,29,44,41,35,37,45,39,39,39,57
ENSMUSG00000027015,Cybrd1,cytochrome b reductase 1 [Source:MGI Symbol;Acc:MGI:2654575],0.879131444,0.248327349,0.395759636,60,70,97,300,137,246,115,250,22,27,12,30
ENSMUSG00000054863,Tafa5,TAFA chemokine like family member 5 [Source:MGI Symbol;Acc:MGI:2146182],-0.482360991,0.248379023,0.395812659,3,10,8,11,5,10,8,11,3,15,13,13
ENSMUSG00000109693,Gm45483,predicted gene 45483 [Source:MGI Symbol;Acc:MGI:5791319],0.518988309,0.248416432,0.395813617,17,32,9,5,18,5,5,5,15,8,13,10
ENSMUSG00000111564,Stmn1-rs1,"stathmin 1, related sequence 1 [Source:MGI Symbol;Acc:MGI:96740]",1.605296599,0.248410216,0.395813617,2,3,0,0,1,1,0,0,1,0,0,1
ENSMUSG00000014547,Wdfy2,WD repeat and FYVE domain containing 2 [Source:MGI Symbol;Acc:MGI:2442811],0.184058814,0.248465983,0.395863241,61,94,65,66,67,89,73,66,65,54,53,62
ENSMUSG00000037375,Hhat,hedgehog acyltransferase [Source:MGI Symbol;Acc:MGI:2444681],0.46865915,0.248524171,0.395926618,10,9,7,8,9,11,4,4,5,9,4,12
ENSMUSG00000032661,Oas3,2'-5' oligoadenylate synthetase 3 [Source:MGI Symbol;Acc:MGI:2180850],-0.449516412,0.248641617,0.396084383,16,11,9,24,13,17,5,14,27,12,32,28
ENSMUSG00000107205,Gm42576,predicted gene 42576 [Source:MGI Symbol;Acc:MGI:5662713],-0.249688207,0.248665373,0.396092888,40,61,29,32,43,23,53,39,38,51,26,53
ENSMUSG00000041479,Syt15,synaptotagmin XV [Source:MGI Symbol;Acc:MGI:2442166],0.5068505,0.248715445,0.396143308,11,7,16,18,20,13,5,2,9,7,10,27
ENSMUSG00000026480,Ncf2,neutrophil cytosolic factor 2 [Source:MGI Symbol;Acc:MGI:97284],-0.348954294,0.248735939,0.396146611,13,14,16,12,25,25,21,30,17,13,26,20
ENSMUSG00000051498,Tlr6,toll-like receptor 6 [Source:MGI Symbol;Acc:MGI:1341296],-0.755069236,0.248774169,0.39617816,1,4,3,5,2,1,10,2,5,5,3,1
ENSMUSG00000042647,Acad12,"acyl-Coenzyme A dehydrogenase family, member 12 [Source:MGI Symbol;Acc:MGI:2443320]",0.248815757,0.24889014,0.3963335,34,31,30,34,41,31,23,24,25,21,25,46
ENSMUSG00000034664,Itga2b,integrin alpha 2b [Source:MGI Symbol;Acc:MGI:96601],-0.515407563,0.248932154,0.396371055,9,7,8,1,5,5,7,6,11,8,10,6
ENSMUSG00000117503,Gm7527,predicted gene 7527 [Source:MGI Symbol;Acc:MGI:3645979],-1.008031691,0.249018907,0.396479837,0,1,3,3,0,3,3,8,4,0,3,1
ENSMUSG00000117575,Gm36486,"predicted gene, 36486 [Source:MGI Symbol;Acc:MGI:5595645]",-1.038909947,0.249081379,0.396549946,2,0,1,1,1,1,3,1,1,2,3,2
ENSMUSG00000086943,4732414G09Rik,RIKEN cDNA 4732414G09 gene [Source:MGI Symbol;Acc:MGI:3045381],-1.27587911,0.249144493,0.396621067,1,0,0,3,0,1,2,3,0,3,0,4
ENSMUSG00000008730,Hipk1,homeodomain interacting protein kinase 1 [Source:MGI Symbol;Acc:MGI:1314873],0.085861756,0.249237949,0.396740476,775,764,672,732,792,734,643,626,679,684,646,773
ENSMUSG00000055409,Nell1,NEL-like 1 [Source:MGI Symbol;Acc:MGI:2443902],-1.04596608,0.249350712,0.396861227,1,0,3,0,4,1,8,4,1,0,3,2
ENSMUSG00000025422,Agap2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]",-0.337533769,0.249338241,0.396861227,15,8,12,18,18,17,24,20,15,14,18,16
ENSMUSG00000097290,1300002E11Rik,RIKEN cDNA 1300002E11 gene [Source:MGI Symbol;Acc:MGI:1919001],-0.157255589,0.249428525,0.396955698,103,124,113,115,124,102,148,137,94,118,111,120
ENSMUSG00000090394,4930523C07Rik,RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897],-0.26524141,0.24959192,0.397156957,44,61,57,99,88,60,86,100,41,84,80,76
ENSMUSG00000003575,Crtc1,CREB regulated transcription coactivator 1 [Source:MGI Symbol;Acc:MGI:2142523],-0.272951429,0.249574919,0.397156957,23,19,21,26,16,25,26,28,24,22,21,31
ENSMUSG00000036202,Rif1,replication timing regulatory factor 1 [Source:MGI Symbol;Acc:MGI:1098622],-0.119800845,0.249659702,0.397206037,629,805,500,506,642,550,710,456,579,616,658,777
ENSMUSG00000115388,Eppk1,epiplakin 1 [Source:MGI Symbol;Acc:MGI:2386306],0.131804536,0.249646491,0.397206037,593,787,456,499,590,583,643,357,514,502,517,540
ENSMUSG00000035064,Eef2k,eukaryotic elongation factor-2 kinase [Source:MGI Symbol;Acc:MGI:1195261],-0.218518798,0.249724832,0.397221504,60,75,53,58,53,65,70,48,108,53,58,71
ENSMUSG00000044792,Isca1,iron-sulfur cluster assembly 1 [Source:MGI Symbol;Acc:MGI:1916296],0.190586314,0.249723287,0.397221504,122,166,104,86,129,90,100,98,88,127,78,90
ENSMUSG00000023921,Mmut,methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239],-0.135280132,0.249721254,0.397221504,227,307,242,243,218,226,235,189,300,260,238,332
ENSMUSG00000021493,Pdlim7,PDZ and LIM domain 7 [Source:MGI Symbol;Acc:MGI:1914649],0.1999663,0.249772427,0.397267829,96,84,83,82,99,101,74,106,68,69,54,84
ENSMUSG00000079283,2310009B15Rik,RIKEN cDNA 2310009B15 gene [Source:MGI Symbol;Acc:MGI:1916799],0.260019532,0.249904873,0.397449095,32,40,68,40,48,50,44,43,34,36,35,32
ENSMUSG00000039662,Icmt,isoprenylcysteine carboxyl methyltransferase [Source:MGI Symbol;Acc:MGI:1888594],0.243656369,0.249928591,0.397457425,59,67,74,80,86,54,42,44,86,48,38,87
ENSMUSG00000097602,4930519P11Rik,RIKEN cDNA 4930519P11 gene [Source:MGI Symbol;Acc:MGI:1921971],-1.464476232,0.25000873,0.397555472,1,1,0,0,0,1,0,0,1,3,2,2
ENSMUSG00000110597,Gm8798,predicted gene 8798 [Source:MGI Symbol;Acc:MGI:3646429],0.577819261,0.250127012,0.397714154,18,12,7,5,4,6,4,4,10,7,1,8
ENSMUSG00000027285,Haus2,"HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]",0.196592756,0.250368043,0.398067974,80,92,63,70,96,63,85,39,85,53,58,70
ENSMUSG00000112751,Gm48084,"predicted gene, 48084 [Source:MGI Symbol;Acc:MGI:6097423]",-0.879346234,0.250450336,0.39816938,0,2,1,2,2,2,3,2,4,2,1,4
ENSMUSG00000087341,0610040F04Rik,RIKEN cDNA 0610040F04 gene [Source:MGI Symbol;Acc:MGI:1922644],1.05014354,0.250487375,0.39819883,2,2,1,1,3,4,2,1,2,1,0,0
ENSMUSG00000103098,Gm37559,"predicted gene, 37559 [Source:MGI Symbol;Acc:MGI:5610787]",1.720348642,0.250688059,0.398439591,3,0,3,0,0,1,0,0,0,0,1,1
ENSMUSG00000082925,Gm13135,predicted gene 13135 [Source:MGI Symbol;Acc:MGI:3650404],1.267985707,0.250704732,0.398439591,6,0,3,1,0,2,0,0,1,2,1,1
ENSMUSG00000111067,Gm48714,"predicted gene, 48714 [Source:MGI Symbol;Acc:MGI:6098361]",1.720348642,0.250688059,0.398439591,3,0,3,0,0,1,0,0,0,0,1,1
ENSMUSG00000063952,Brpf3,"bromodomain and PHD finger containing, 3 [Source:MGI Symbol;Acc:MGI:2146836]",-0.164816715,0.250724134,0.398439591,209,300,208,180,275,198,254,156,278,195,268,328
ENSMUSG00000079505,Gm11131,predicted gene 11131 [Source:MGI Symbol;Acc:MGI:3779386],-0.308481874,0.250731456,0.398439591,16,14,20,25,18,19,24,26,16,23,26,18
ENSMUSG00000066149,Cdc26,cell division cycle 26 [Source:MGI Symbol;Acc:MGI:1913690],-0.367432509,0.250768801,0.398450672,14,33,8,11,21,15,25,12,23,28,10,28
ENSMUSG00000025468,Caly,calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816],-1.002278622,0.250775482,0.398450672,2,1,3,0,0,2,5,3,3,0,1,4
ENSMUSG00000114536,Gm48837,"predicted gene, 48837 [Source:MGI Symbol;Acc:MGI:6098566]",-1.76886106,0.250844865,0.39853147,0,1,0,1,0,0,1,0,0,5,1,0
ENSMUSG00000086228,Ubap1l,ubiquitin-associated protein 1-like [Source:MGI Symbol;Acc:MGI:2685360],-1.443506585,0.250863661,0.398531893,1,1,0,0,1,0,2,0,2,2,0,2
ENSMUSG00000029922,Mkrn1,"makorin, ring finger protein, 1 [Source:MGI Symbol;Acc:MGI:1859353]",-0.13366541,0.250927259,0.398574044,525,512,513,430,543,522,524,473,644,415,543,623
ENSMUSG00000097282,5031415H12Rik,RIKEN cDNA 5031415H12 gene [Source:MGI Symbol;Acc:MGI:1923234],-0.918555234,0.25091192,0.398574044,3,3,3,5,0,0,2,4,0,2,8,10
ENSMUSG00000089987,Gpx2-ps1,"glutathione peroxidase 2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:106627]",-1.356724598,0.251075345,0.398763776,1,0,0,0,3,1,2,0,1,7,2,0
ENSMUSG00000042976,9930038B18Rik,RIKEN cDNA 9930038B18 gene [Source:MGI Symbol;Acc:MGI:2442156],1.359275801,0.251083789,0.398763776,1,1,1,2,2,1,0,0,1,1,0,1
ENSMUSG00000102344,9430053O09Rik,RIKEN cDNA 9430053O09 gene [Source:MGI Symbol;Acc:MGI:2442604],-1.720905061,0.251169905,0.398871089,1,0,0,0,0,1,2,0,0,4,0,1
ENSMUSG00000056306,Sertm1,serine rich and transmembrane domain containing 1 [Source:MGI Symbol;Acc:MGI:3607715],0.410690186,0.251207665,0.398872148,8,14,13,21,19,18,16,6,6,10,7,24
ENSMUSG00000102184,Gm37192,"predicted gene, 37192 [Source:MGI Symbol;Acc:MGI:5610420]",-1.720885148,0.25119558,0.398872148,1,0,0,1,0,0,4,0,0,0,2,1
ENSMUSG00000024376,Epb41l4a,erythrocyte membrane protein band 4.1 like 4a [Source:MGI Symbol;Acc:MGI:103007],0.366529556,0.251281132,0.398959347,18,16,30,19,33,23,14,13,7,30,16,25
ENSMUSG00000097414,B130046B21Rik,RIKEN cDNA B130046B21 gene [Source:MGI Symbol;Acc:MGI:3704458],0.909495323,0.25133823,0.399020545,6,2,7,2,1,1,0,2,2,1,2,3
ENSMUSG00000003581,Rnf215,ring finger protein 215 [Source:MGI Symbol;Acc:MGI:1918923],-0.176139401,0.251375066,0.399049568,80,95,50,76,94,70,101,65,93,74,60,114
ENSMUSG00000028608,Czib,CXXC motif containing zinc binding protein [Source:MGI Symbol;Acc:MGI:1921348],0.159106909,0.251524074,0.399227178,139,140,98,101,124,130,115,66,123,111,93,126
ENSMUSG00000003929,Zfp81,zinc finger protein 81 [Source:MGI Symbol;Acc:MGI:1890752],0.23701851,0.251521075,0.399227178,64,96,64,67,51,47,84,37,36,50,50,63
ENSMUSG00000074213,Gm10642,predicted gene 10642 [Source:MGI Symbol;Acc:MGI:3704338],-0.90690884,0.251557595,0.399250918,1,1,1,0,4,2,2,1,3,4,4,2
ENSMUSG00000030020,Prickle2,prickle planar cell polarity protein 2 [Source:MGI Symbol;Acc:MGI:1925144],0.226682447,0.251588026,0.399262736,49,71,31,46,48,58,40,28,46,54,30,51
ENSMUSG00000024043,Arhgap28,Rho GTPase activating protein 28 [Source:MGI Symbol;Acc:MGI:2147003],0.299326159,0.25160217,0.399262736,24,31,14,24,28,25,20,23,10,15,23,22
ENSMUSG00000111147,Gm33699,"predicted gene, 33699 [Source:MGI Symbol;Acc:MGI:5592858]",-0.871611313,0.251781183,0.399517331,3,3,2,2,0,0,4,1,2,4,2,5
ENSMUSG00000026193,Fn1,fibronectin 1 [Source:MGI Symbol;Acc:MGI:95566],0.245482153,0.251807088,0.399528959,184,574,224,282,250,284,260,291,208,277,164,222
ENSMUSG00000104263,9430062P05Rik,RIKEN cDNA 9430062P05 gene [Source:MGI Symbol;Acc:MGI:2441746],0.737137279,0.251826345,0.399530038,2,3,5,5,3,6,2,2,4,4,0,2
ENSMUSG00000002010,Idh3g,"isocitrate dehydrogenase 3 (NAD+), gamma [Source:MGI Symbol;Acc:MGI:1099463]",0.107433151,0.25185446,0.39954517,633,607,568,527,584,538,623,462,486,455,511,561
ENSMUSG00000104061,Gm37953,"predicted gene, 37953 [Source:MGI Symbol;Acc:MGI:5611181]",0.493633372,0.251995314,0.399739137,11,16,6,12,11,4,5,7,7,2,6,14
ENSMUSG00000040591,1110051M20Rik,RIKEN cDNA 1110051M20 gene [Source:MGI Symbol;Acc:MGI:1915079],0.254026177,0.252037594,0.399776719,26,33,29,32,33,22,20,22,19,22,28,30
ENSMUSG00000065259,Snora30,"small nucleolar RNA, H/ACA box 30 [Source:MGI Symbol;Acc:MGI:3819499]",-0.720387749,0.252078033,0.399811376,42,208,38,36,29,55,42,276,88,59,43,83
ENSMUSG00000102931,Gm38114,"predicted gene, 38114 [Source:MGI Symbol;Acc:MGI:5611342]",-1.576028259,0.252364753,0.400236616,0,1,0,1,1,0,0,0,1,3,0,5
ENSMUSG00000029320,1700016H13Rik,RIKEN cDNA 1700016H13 gene [Source:MGI Symbol;Acc:MGI:1921468],1.837742569,0.252409994,0.400262474,0,0,0,1,2,5,0,2,0,0,0,0
ENSMUSG00000070366,Plpp4,phospholipid phosphatase 4 [Source:MGI Symbol;Acc:MGI:2685936],1.563973216,0.252424175,0.400262474,5,2,0,1,0,1,2,0,0,0,0,1
ENSMUSG00000033126,Ybey,ybeY metallopeptidase [Source:MGI Symbol;Acc:MGI:2656825],-0.281422009,0.25243689,0.400262474,26,18,14,18,26,28,32,20,26,30,22,22
ENSMUSG00000110744,Gm5171,predicted gene 5171 [Source:MGI Symbol;Acc:MGI:3642952],0.569773235,0.252476107,0.400265637,5,4,6,4,15,6,5,4,3,4,3,7
ENSMUSG00000086799,4930502E09Rik,RIKEN cDNA 4930502E09 gene [Source:MGI Symbol;Acc:MGI:1922245],-1.394342643,0.252462003,0.400265637,0,2,0,0,2,0,3,0,0,2,2,3
ENSMUSG00000115431,Gm3219,predicted pseudogene 3219 [Source:MGI Symbol;Acc:MGI:3781398],-0.375639051,0.252523417,0.400311133,8,11,11,8,12,14,13,14,10,20,8,15
ENSMUSG00000077192,Snora17,"small nucleolar RNA, H/ACA box 17 [Source:MGI Symbol;Acc:MGI:4360060]",-1.157999533,0.252599578,0.400402353,0,1,3,2,0,0,1,2,0,5,3,2
ENSMUSG00000001248,Gramd1a,GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490],0.324123604,0.252660468,0.400469355,50,40,36,38,61,25,35,56,29,19,24,25
ENSMUSG00000040759,Cmtm5,CKLF-like MARVEL transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:2447164],0.837478342,0.253112756,0.401156672,5,6,1,3,2,2,1,2,2,1,3,1
ENSMUSG00000004864,Mapk13,mitogen-activated protein kinase 13 [Source:MGI Symbol;Acc:MGI:1346864],-0.141170849,0.253155013,0.401194081,529,550,469,389,522,517,561,335,608,488,561,623
ENSMUSG00000005804,Bloc1s6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]",0.136737584,0.253198292,0.401233103,161,162,132,123,175,136,133,90,128,132,130,168
ENSMUSG00000030782,Tgfb1i1,transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784],-0.167555929,0.253252388,0.401289258,80,110,95,113,111,99,107,130,90,123,90,113
ENSMUSG00000057691,Zfp746,zinc finger protein 746 [Source:MGI Symbol;Acc:MGI:1916478],0.16331592,0.253325547,0.401346043,77,112,74,80,95,85,80,60,74,85,50,102
ENSMUSG00000019929,Dcn,decorin [Source:MGI Symbol;Acc:MGI:94872],-0.177718485,0.253315435,0.401346043,769,983,542,1169,907,998,1069,813,712,1247,815,1193
ENSMUSG00000105228,Gm43340,predicted gene 43340 [Source:MGI Symbol;Acc:MGI:5663477],1.217902488,0.253391848,0.401421514,0,2,2,5,0,3,1,2,0,1,0,1
ENSMUSG00000033454,Zbtb1,zinc finger and BTB domain containing 1 [Source:MGI Symbol;Acc:MGI:2442326],0.156908943,0.253601142,0.401723486,87,109,83,100,122,118,120,69,75,92,77,103
ENSMUSG00000027196,Alkbh3os1,"alkB homolog 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1918102]",0.870632487,0.253709293,0.401865205,7,6,4,4,2,3,8,0,2,4,0,0
ENSMUSG00000085998,AW822252,expressed sequence AW822252 [Source:MGI Symbol;Acc:MGI:2148030],-1.343950788,0.253813077,0.40197436,0,0,0,3,1,0,3,1,2,0,1,3
ENSMUSG00000114161,Gm48662,"predicted gene, 48662 [Source:MGI Symbol;Acc:MGI:6098277]",-1.674836359,0.253822011,0.40197436,1,0,0,0,0,1,2,0,0,2,0,3
ENSMUSG00000058093,Zfp729b,zinc finger protein 729b [Source:MGI Symbol;Acc:MGI:2145180],0.214850412,0.253834276,0.40197436,46,59,42,56,63,43,46,31,32,39,59,48
ENSMUSG00000050912,Tmem123,transmembrane protein 123 [Source:MGI Symbol;Acc:MGI:1919179],0.163388291,0.253981286,0.402177552,145,188,138,234,208,225,172,166,175,140,125,200
ENSMUSG00000110542,Gm39139,"predicted gene, 39139 [Source:MGI Symbol;Acc:MGI:5622024]",-1.528843568,0.254171216,0.402448674,0,0,0,2,0,1,3,0,1,1,0,4
ENSMUSG00000048636,A730049H05Rik,RIKEN cDNA A730049H05 gene [Source:MGI Symbol;Acc:MGI:1921766],0.624867299,0.254246878,0.402538841,2,12,4,8,6,6,1,4,2,6,7,3
ENSMUSG00000097910,5033428I22Rik,RIKEN cDNA 5033428I22 gene [Source:MGI Symbol;Acc:MGI:1923246],0.453211556,0.254354735,0.402650323,6,8,6,10,18,12,7,6,10,7,4,8
ENSMUSG00000092218,Gm20529,predicted gene 20529 [Source:MGI Symbol;Acc:MGI:5141994],-0.181996736,0.254348776,0.402650323,41,54,44,54,57,59,61,40,55,63,54,65
ENSMUSG00000083282,Ctsf,cathepsin F [Source:MGI Symbol;Acc:MGI:1861434],-0.368660654,0.254443564,0.402761296,13,9,22,22,17,14,21,30,14,14,24,17
ENSMUSG00000034127,Tspan8,tetraspanin 8 [Source:MGI Symbol;Acc:MGI:2384918],0.17555034,0.254578631,0.402915786,1073,1324,1215,1133,1088,1080,876,790,1538,950,720,1033
ENSMUSG00000116114,Gm35853,"predicted gene, 35853 [Source:MGI Symbol;Acc:MGI:5595012]",0.978789999,0.254562145,0.402915786,3,4,0,6,2,2,0,4,1,1,1,1
ENSMUSG00000082274,Gm14026,predicted gene 14026 [Source:MGI Symbol;Acc:MGI:3649712],-1.288279646,0.254620249,0.402922353,0,3,1,0,1,0,2,6,0,1,1,1
ENSMUSG00000110635,Gm45853,predicted gene 45853 [Source:MGI Symbol;Acc:MGI:5804968],-0.581793446,0.254608558,0.402922353,7,10,5,4,4,1,7,7,2,14,8,6
ENSMUSG00000097577,6230400D17Rik,RIKEN cDNA 6230400D17 gene [Source:MGI Symbol;Acc:MGI:1923383],0.749456887,0.254777599,0.403141687,3,10,7,3,2,4,2,2,1,5,0,7
ENSMUSG00000107698,Gm44430,"predicted gene, 44430 [Source:MGI Symbol;Acc:MGI:5690822]",-1.430747083,0.254883119,0.403249318,0,0,0,1,0,3,4,0,1,0,2,4
ENSMUSG00000032842,Abcc10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10 [Source:MGI Symbol;Acc:MGI:2386976]",-0.256968832,0.254873433,0.403249318,24,34,38,28,38,24,48,20,30,42,26,51
ENSMUSG00000074876,Spata5l1,spermatogenesis associated 5-like 1 [Source:MGI Symbol;Acc:MGI:3036261],0.611468746,0.255058141,0.403496277,9,7,5,7,5,6,11,4,3,0,2,5
ENSMUSG00000024122,Pdpk1,3-phosphoinositide dependent protein kinase 1 [Source:MGI Symbol;Acc:MGI:1338068],0.102071343,0.255076737,0.403496277,570,675,489,486,523,470,514,452,507,454,424,522
ENSMUSG00000056752,Dnah9,"dynein, axonemal, heavy chain 9 [Source:MGI Symbol;Acc:MGI:1289279]",-1.357135232,0.255111929,0.403522266,0,0,2,0,4,0,2,2,0,3,7,0
ENSMUSG00000096916,Zfp850,zinc finger protein 850 [Source:MGI Symbol;Acc:MGI:3036281],-0.627242128,0.25519705,0.403627222,0,3,3,5,10,3,6,8,6,7,3,5
ENSMUSG00000106208,Gm4734,predicted gene 4734 [Source:MGI Symbol;Acc:MGI:3782914],0.574908953,0.255245786,0.403674617,7,6,6,5,7,9,6,2,2,1,9,6
ENSMUSG00000028850,Gpatch3,G patch domain containing 3 [Source:MGI Symbol;Acc:MGI:2442492],0.343364289,0.255401996,0.403891965,18,16,12,15,20,22,14,7,11,20,15,11
ENSMUSG00000029236,Nmu,neuromedin U [Source:MGI Symbol;Acc:MGI:1860476],-0.340519025,0.255436121,0.403916231,30,21,18,15,52,26,27,16,28,32,46,48
ENSMUSG00000059839,Zfp874b,zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702],0.342895048,0.255469918,0.403939974,18,26,26,17,14,14,14,10,17,18,18,10
ENSMUSG00000001062,Vps9d1,VPS9 domain containing 1 [Source:MGI Symbol;Acc:MGI:1914143],0.18178749,0.255538542,0.404018778,77,71,77,55,88,93,74,49,64,64,56,88
ENSMUSG00000026097,Ormdl1,ORM1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2181669],-0.177638477,0.255600787,0.404057782,91,80,89,94,106,72,111,108,69,92,96,102
ENSMUSG00000079608,Stard6,StAR-related lipid transfer (START) domain containing 6 [Source:MGI Symbol;Acc:MGI:2156774],-0.646615055,0.255588008,0.404057782,4,2,1,4,4,4,7,2,4,2,6,8
ENSMUSG00000015656,Hspa8,heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384],0.265372283,0.255631444,0.404076545,32,42,37,30,33,29,48,26,21,22,22,24
ENSMUSG00000024477,Pggt1b,"protein geranylgeranyltransferase type I, beta subunit [Source:MGI Symbol;Acc:MGI:1917514]",-0.109294674,0.255685708,0.404132618,212,265,201,207,255,239,296,178,230,223,220,290
ENSMUSG00000103703,Gm42568,predicted gene 42568 [Source:MGI Symbol;Acc:MGI:5662705],-0.776038046,0.25578196,0.404255042,2,4,2,1,1,2,4,3,2,4,1,6
ENSMUSG00000018733,Pex12,peroxisomal biogenesis factor 12 [Source:MGI Symbol;Acc:MGI:2144177],-0.23572616,0.255915439,0.404436281,28,28,25,26,31,21,28,30,26,31,29,36
ENSMUSG00000005973,Rcn1,reticulocalbin 1 [Source:MGI Symbol;Acc:MGI:104559],0.187868711,0.2559613,0.404479036,86,112,77,107,96,145,82,72,87,79,76,135
ENSMUSG00000038685,Rtel1,regulator of telomere elongation helicase 1 [Source:MGI Symbol;Acc:MGI:2139369],-0.362360453,0.256038945,0.40449807,25,29,9,13,23,11,25,24,12,17,33,22
ENSMUSG00000028773,Fabp3,"fatty acid binding protein 3, muscle and heart [Source:MGI Symbol;Acc:MGI:95476]",-1.29233631,0.256048576,0.40449807,0,2,0,1,0,2,6,1,0,3,0,2
