ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:1901617,organic hydroxy compound biosynthetic process,31/863,89/4859,7.528340168387727e-5,0.002918679572974934,0.002597691003157963,Akr1c18/Apoa1/Apoa4/Asah2/Ces1d/Cyb5r3/Dao/Dhcr24/Dhcr7/Dhfr/Ebp/Fdps/Ipmk/Lbr/Lpcat3/Mvd/Mvk/Npc1l1/Pck1/Plcg2/Pmvk/Pnpo/Ptk2b/Pts/Qdpr/Sc5d/Scp2/Sec14l2/Slc27a2/Spr/Stard4,31
BP,GO:0001676,long-chain fatty acid metabolic process,18/863,41/4859,8.631359278951914e-5,0.0033099386452328646,0.0029459204495553273,Abcd1/Acot4/Asah2/Cd36/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp4f14/Ephx2/Gpx1/Hacl1/Lipe/Slc27a2/Slc27a4,18
BP,GO:0062012,regulation of small molecule metabolic process,43/863,139/4859,8.730609396790587e-5,0.0033119989195566873,0.0029477541404217683,Abcd1/Acadm/Akr1c18/Apoa1/Apoa4/Atp2b4/Bad/Cd74/Cda/Ces1d/Dbi/Dgat1/Dhcr7/Ephx2/Fam3c/Fdps/Fmo5/Gpd1/Gpt/Hmgb1/Hnf4a/Hpgd/Khk/Lpcat3/Lpgat1/Mlxipl/COX2/Ncor1/Ndufc2/Nr3c1/Pdk2/Pdk3/Ptk2b/Scp2/Sec14l2/Slc27a4/Slc4a4/Slc7a7/Smpd3/Sorbs1/Stard4/Stat3/Ugt1a1,43
BP,GO:0006955,immune response,91/863,357/4859,9.114355614435373e-5,0.003420792192311489,0.003044582620141178,Ahcy/Apoa1/Apoa4/Arg2/Atg9a/B2m/Bcar1/Bcr/Btnl1/Btnl2/Casp1/Ccl25/Ccl6/Cd36/Cd38/Cd7/Cd74/Cdh17/Ceacam1/Coro1a/Csk/Ctsh/Ctss/Dab2ip/Dapk3/Ddx58/Dmbt1/Dpp4/Dtx3l/Elf1/Erap1/Fas/Fcgrt/Gpx1/Gzmb/H2-Aa/H2-Ab1/H2-DMa/H2-Eb1/H2-K1/H2-T23/H2-T3/Hmgb1/Hmgb2/Ifi27l2b/Irgm1/Itch/Lyn/Mapk1/Mapk14/Msh2/Msh6/Ndufs4/Nlrc4/Nlrp6/Nmi/Oasl2/Olfm4/Otud4/Parp14/Parp9/Pck1/Pigr/Plcg2/Pml/Pnp/Prdx1/Ptk2/Ptk2b/Ptk6/Ptprc/Pycard/Rab17/Reg3b/Reg3g/Samhd1/Slc26a6/Smpdl3b/Stat3/Styk1/Susd2/Syk/Tap1/Tap2/Trim14/Trim31/Trim32/Trpm4/Vav1/Vnn1/Yes1,91
BP,GO:0002250,adaptive immune response,30/863,86/4859,9.499281269941205e-5,0.0034741007964042988,0.003092028486595663,Arg2/B2m/Cd7/Cd74/Csk/Ctsh/Dpp4/Erap1/Fas/Gzmb/H2-Aa/H2-Ab1/H2-DMa/H2-Eb1/H2-K1/H2-T23/H2-T3/Hmgb1/Lyn/Msh2/Msh6/Pnp/Ptk2b/Ptprc/Pycard/Stat3/Syk/Tap1/Tap2/Trpm4,30
BP,GO:0006721,terpenoid metabolic process,14/863,28/4859,9.505958195555223e-5,0.0034741007964042988,0.003092028486595663,Adh1/Akr1c18/Aldh1a1/Bco2/Cyp2c55/Cyp2s1/Dgat1/Dhrs4/Fdps/Plb1/Rbp2/Rdh11/Rdh16/Retsat,14
BP,GO:0042737,drug catabolic process,8/863,11/4859,9.551807745215901e-5,0.0034741007964042988,0.003092028486595663,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Fmo4,8
BP,GO:0033559,unsaturated fatty acid metabolic process,17/863,38/4859,1.0176656760531868e-4,0.0036635964337914722,0.0032606839008234765,Abcd1/Abhd16a/Acox1/Akr1c18/Cd74/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp4f14/Decr2/Ephx2/Gpx1/Hpgd,17
BP,GO:0009063,cellular amino acid catabolic process,19/863,45/4859,1.0501236226530489e-4,0.003705267791589356,0.0032977723541923413,Abat/Acad8/Acat1/Ahcy/Aldh6a1/Arg2/Atp2b4/Auh/Csad/Dao/Glud1/Gstz1/Ivd/Mccc2/Oat/Otc/Pipox/Qdpr/Scly,19
BP,GO:0022409,positive regulation of cell-cell adhesion,25/863,67/4859,1.0502459726727199e-4,0.003705267791589356,0.0032977723541923413,Adk/Bad/Btnl2/Capn1/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itga6/L1cam/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,25
BP,GO:0051249,regulation of lymphocyte activation,34/863,103/4859,1.1752165134909452e-4,0.004105112732273322,0.0036536434181797714,Adk/Arg2/Atm/Bad/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Csk/Dock8/Dpp4/Efnb1/Erbb2/Fas/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Lyn/Mertk/Msh2/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,34
BP,GO:0006935,chemotaxis,40/863,128/4859,1.1983799198932307e-4,0.004144984664101291,0.003689130341632103,Ano6/Apoa1/Arhgef16/Bcar1/Bst1/Camk1d/Ccl25/Ccl6/Cd74/Coro1a/Cyfip1/Dag1/Dapk2/Dpep1/Dpp4/Dpysl2/Efnb1/Erbb2/Hmgb1/Hmgb2/L1cam/Lyn/Mapk1/Mapk14/Mpp1/Ocm/Pde4d/Plgrkt/Ptk2/Ptk2b/Rhoa/Sema4b/Slc12a2/Smad4/Stx3/Syk/Tmem102/Trpm4/Tymp/Vav1,40
BP,GO:0006811,ion transport,104/863,422/4859,1.2104807340643623e-4,0.0041461903201738546,0.0036902034028758234,Abat/Abcb1a/Abcd1/Abcd3/Abcg2/Ace/Ace2/Ano6/Ano9/Aoc1/Apoa1/Apoa4/Aqp1/Arg2/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/Atp8b1/B2m/Cask/Cd36/Cdkn1b/Ces1d/Chp2/Clca1/Clic5/Cnnm4/Coro1a/Cox5b/Ctss/Cubn/Dbi/Dpysl2/Fabp2/Fkbp4/Fth1/Glrx/Gnaq/Gpd1l/Lasp1/Lyn/Magt1/Maob/Map2k6/Mcur1/ND4/ND5/Mttp/Mylk/Ndufs7/Nr3c1/Pde4d/Pdzd3/Pdzk1/Plcg2/Pm20d1/Pml/Prkg2/Ptk2b/Ptprc/Rep15/Rhoa/Saraf/Scp2/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc15a1/Slc23a2/Slc25a15/Slc25a45/Slc26a2/Slc26a6/Slc27a2/Slc27a4/Slc2a2/Slc34a2/Slc38a10/Slc3a1/Slc3a2/Slc43a2/Slc44a1/Slc44a4/Slc4a4/Slc51b/Slc5a1/Slc5a11/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Smpd3/Steap3/Syk/Tcn2/Tmem120a/Trpm4/Ttyh2,104
BP,GO:0002449,lymphocyte mediated immunity,23/863,60/4859,1.2252091368966826e-4,0.004156286379780285,0.0036991891248611382,B2m/Cd74/Ceacam1/Coro1a/Ctsh/Dpp4/Fas/Gzmb/H2-Ab1/H2-DMa/H2-K1/H2-T23/H2-T3/Hmgb1/Msh2/Msh6/Pnp/Prdx1/Ptprc/Tap1/Tap2/Trpm4/Vav1,23
BP,GO:0071621,granulocyte chemotaxis,15/863,32/4859,1.3645839941126917e-4,0.004585002220218644,0.0040807559442989074,Bst1/Camk1d/Ccl25/Ccl6/Cd74/Dapk2/Dpep1/Dpp4/Mapk1/Mapk14/Mpp1/Pde4d/Ptk2/Syk/Vav1,15
BP,GO:0033260,nuclear DNA replication,9/863,14/4859,1.4403531940056257e-4,0.004728684972654393,0.0042086368520790245,Ilkap/Lig1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Pola1,9
BP,GO:0008203,cholesterol metabolic process,26/863,72/4859,1.4432064167387566e-4,0.004728684972654393,0.0042086368520790245,Apoa1/Apoa4/Cat/Ces1d/Cubn/Cyb5r3/Dhcr24/Dhcr7/Ebp/Ephx2/Fdps/Fmo5/Hdlbp/Lbr/Lipe/Lpcat3/Mttp/Mvd/Mvk/Npc1l1/Pmvk/Sc5d/Scp2/Sec14l2/Soat2/Sult2b1,26
BP,GO:0042330,taxis,40/863,129/4859,1.4475566242819573e-4,0.004728684972654393,0.0042086368520790245,Ano6/Apoa1/Arhgef16/Bcar1/Bst1/Camk1d/Ccl25/Ccl6/Cd74/Coro1a/Cyfip1/Dag1/Dapk2/Dpep1/Dpp4/Dpysl2/Efnb1/Erbb2/Hmgb1/Hmgb2/L1cam/Lyn/Mapk1/Mapk14/Mpp1/Ocm/Pde4d/Plgrkt/Ptk2/Ptk2b/Rhoa/Sema4b/Slc12a2/Smad4/Stx3/Syk/Tmem102/Trpm4/Tymp/Vav1,40
BP,GO:0032946,positive regulation of mononuclear cell proliferation,14/863,29/4859,1.5407052246888434e-4,0.004941461847911126,0.004398013095929972,Adk/Bst1/Btnl2/Cd38/Cd74/Ceacam1/Coro1a/Efnb1/H2-T23/Nck2/Pnp/Ptprc/Pycard/Syk,14
BP,GO:0050671,positive regulation of lymphocyte proliferation,14/863,29/4859,1.5407052246888434e-4,0.004941461847911126,0.004398013095929972,Adk/Bst1/Btnl2/Cd38/Cd74/Ceacam1/Coro1a/Efnb1/H2-T23/Nck2/Pnp/Ptprc/Pycard/Syk,14
BP,GO:0006163,purine nucleotide metabolic process,55/863,195/4859,1.5948864211680726e-4,0.005069152517009874,0.004511660686907882,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Adk/Atp5j/Bad/Ces1d/Cox5b/Dgat1/Dld/Eno3/Far2/Fasn/Gcdh/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Itpa/Khk/Mccc2/Mcee/Mlxipl/COX2/Mthfd1/Mvd/Mvk/Ncor1/Ndufc2/Nme3/Nudt2/Nudt4/Oasl2/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Prpsap1/Prpsap2/Rhoa/Samhd1/Scp2/Slc4a4/Stat3/Sult1b1/Sult2b1,55
BP,GO:0044058,regulation of digestive system process,11/863,20/4859,1.8346791771816357e-4,0.005779239408122153,0.005143654121741372,Abcb1a/Abcg2/Abcg5/Acat2/Apoa1/Apoa4/Aqp1/Dgat1/Hip1r/Lpcat3/Tymp,11
BP,GO:0050863,regulation of T cell activation,27/863,77/4859,1.9083772189163172e-4,0.005905925288014708,0.005256407427541436,Adk/Arg2/Bad/Btnl2/Casp3/Cd74/Ceacam1/Coro1a/Csk/Dock8/Dpp4/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,27
BP,GO:1902652,secondary alcohol metabolic process,27/863,77/4859,1.9083772189163172e-4,0.005905925288014708,0.005256407427541436,Apoa1/Apoa4/Cat/Ces1d/Cubn/Cyb5r3/Dhcr24/Dhcr7/Ebp/Ephx2/Fdps/Fmo5/Hdlbp/Idh2/Lbr/Lipe/Lpcat3/Mttp/Mvd/Mvk/Npc1l1/Pmvk/Sc5d/Scp2/Sec14l2/Soat2/Sult2b1,27
BP,GO:0042127,regulation of cell population proliferation,103/863,422/4859,1.951678463077538e-4,0.005987410102380482,0.0053289307600551915,Ace/Ace2/Adk/Akr1c18/Anp32b/Aqp1/Aqp11/Arg2/Arid2/Ash2l/Atm/Atpif1/B2m/Bad/Bst1/Btnl2/Cask/Casp3/Ccar1/Cd38/Cd74/Cdk1/Cdkn1b/Ceacam1/Chp2/Coro1a/Csk/Ctsh/Dab2ip/Dhcr24/Dhcr7/Dnmt1/Dpp4/Efnb1/Epcam/Erbb2/Erbb3/Fas/Fbln1/Fth1/Gnaq/Gpx1/Gucy2c/H2-Aa/H2-Ab1/H2-T23/Hmgb1/Hmgb2/Hnf4a/Hpgd/Idh2/Ifi30/Irf6/Itch/Ksr1/Lyn/Mapk1/Mapk14/Mlxipl/Mvd/Nck2/Ncor1/Ndufs4/Nr3c1/Pdcd4/Pds5b/Pik3r1/Pml/Pnp/Prdx4/Ptk2/Ptk2b/Ptk6/Ptprc/Ptprf/Ptprk/Pycard/Rbbp9/Reg3b/Reg3g/Rhoa/Rpa1/Rpa3/Rxra/Scin/Slc9a3r1/Smad1/Smad4/Smpd3/Stat3/Stk4/Stx3/Styk1/Sult2b1/Syk/Tgm2/Tns3/Trim32/Trpm4/Wdr48/Xdh/Yes1/Zmiz1,103
BP,GO:0030595,leukocyte chemotaxis,22/863,58/4859,2.0520116803886151e-4,0.006240945869319858,0.005554583341741597,Ano6/Bst1/Camk1d/Ccl25/Ccl6/Cd74/Coro1a/Dapk2/Dpep1/Dpp4/Lyn/Mapk1/Mapk14/Mpp1/Pde4d/Ptk2/Ptk2b/Slc12a2/Syk/Tmem102/Trpm4/Vav1,22
BP,GO:0120254,olefinic compound metabolic process,15/863,33/4859,2.0962316728435735e-4,0.006279541703703961,0.005588934509532438,Akr1c18/Bco2/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp4f14/Dhrs4/Ephx2/Gpx1/Rdh11/Scp2,15
BP,GO:0006261,DNA-dependent DNA replication,19/863,47/4859,2.1003002296969032e-4,0.006279541703703961,0.005588934509532438,Chtf18/Ilkap/Lig1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Mcmbp/Pola1/Pold1/Pold2/Prim1/Prim2/Rfc5/Rpa1/Samhd1/Wdhd1,19
BP,GO:0016125,sterol metabolic process,26/863,74/4859,2.4081277589421983e-4,0.0070680468768587,0.006290721993576055,Apoa1/Apoa4/Cat/Ces1d/Cubn/Cyb5r3/Dhcr24/Dhcr7/Ebp/Ephx2/Fdps/Fmo5/Hdlbp/Lbr/Lipe/Lpcat3/Mttp/Mvd/Mvk/Npc1l1/Pmvk/Sc5d/Scp2/Sec14l2/Soat2/Sult2b1,26
BP,GO:0045058,T cell selection,8/863,12/4859,2.4195789766044768e-4,0.0070680468768587,0.006290721993576055,Btnl1/Cd74/Fas/H2-DMa/Ptprc/Rhoa/Stat3/Syk,8
BP,GO:0002682,regulation of immune system process,87/863,347/4859,2.42867358714429e-4,0.0070680468768587,0.006290721993576055,Ace/Adk/Ano6/Apoa1/Arg2/Atm/B2m/Bad/Bcar1/Bcr/Bst1/Btnl1/Btnl2/Camk1d/Capn1/Casp3/Casp8/Ccl25/Cd36/Cd38/Cd74/Ceacam1/Coro1a/Csk/Ctsh/Dapk2/Ddx58/Dock8/Dpp4/Dtx3l/Efnb1/Elf1/Erbb2/Fas/Gabpa/Ggt1/Gpx1/H2-Aa/H2-Ab1/H2-DMa/H2-K1/H2-T23/H2-T3/Hmgb1/Hmgb2/Irgm1/Itch/Lyn/Mapk1/Mapk14/Mertk/Mpp1/Msh2/Nck2/Nlrc4/Nlrp6/Nmi/Olfm4/Parp14/Parp9/Pck1/Pigr/Pik3r1/Plcg2/Pml/Pnp/Ptk2/Ptk2b/Ptprc/Pycard/Rhoa/Samhd1/Scin/Smap1/Smpd3/Smpdl3b/Stat3/Stk10/Syk/Tap1/Tap2/Tapbpl/Tmem102/Trpm4/Vav1/Vnn1/Zmiz1,87
BP,GO:0042493,response to drug,28/863,82/4859,2.444165870115537e-4,0.0070680468768587,0.006290721993576055,Abat/Abcb1a/Add3/Alad/Aldh1a1/Aoc1/Aqp1/Atp1a1/Atp8b1/Casp1/Cd38/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Dnmt1/Dpep1/Dpyd/Hadh/Mcpt1/Mgst1/Mylk/Pde3a/Rhoa/Smad1,28
BP,GO:1901606,alpha-amino acid catabolic process,16/863,37/4859,2.639536721147082e-4,0.00757096386358285,0.006738329515773853,Acat1/Ahcy/Aldh6a1/Arg2/Atp2b4/Csad/Dao/Glud1/Gstz1/Ivd/Mccc2/Oat/Otc/Pipox/Qdpr/Scly,16
BP,GO:0044786,cell cycle DNA replication,9/863,15/4859,3.03545623699651e-4,0.008505415281246124,0.007570012466868717,Ilkap/Lig1/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Mcm7/Pola1,9
BP,GO:0071300,cellular response to retinoic acid,9/863,15/4859,3.03545623699651e-4,0.008505415281246124,0.007570012466868717,Add1/Aqp1/Atm/Lyn/Ndufa13/Ptk2b/Ptk6/Twf2/Yes1,9
BP,GO:0002456,T cell mediated immunity,12/863,24/4859,3.0376483147307587e-4,0.008505415281246124,0.007570012466868717,B2m/Ctsh/Dpp4/Gzmb/H2-K1/H2-T23/H2-T3/Hmgb1/Pnp/Ptprc/Tap2/Trpm4,12
BP,GO:0060326,cell chemotaxis,26/863,75/4859,3.077239723927681e-4,0.008548426571666818,0.0076082934906558436,Ano6/Arhgef16/Bcar1/Bst1/Camk1d/Ccl25/Ccl6/Cd74/Coro1a/Dapk2/Dpep1/Dpp4/Hmgb1/Hmgb2/Lyn/Mapk1/Mapk14/Mpp1/Pde4d/Ptk2/Ptk2b/Slc12a2/Syk/Tmem102/Trpm4/Vav1,26
BP,GO:0045582,positive regulation of T cell differentiation,11/863,21/4859,3.2394249264564506e-4,0.00888353026531897,0.00790654337672947,Bad/Cd74/H2-Aa/H2-DMa/Pck1/Pnp/Ptprc/Rhoa/Syk/Vnn1/Zmiz1,11
BP,GO:0002709,regulation of T cell mediated immunity,10/863,18/4859,3.273409678263793e-4,0.00888353026531897,0.00790654337672947,B2m/Dpp4/H2-K1/H2-T23/H2-T3/Hmgb1/Pnp/Ptprc/Tap2/Trpm4,10
BP,GO:0017144,drug metabolic process,10/863,18/4859,3.273409678263793e-4,0.00888353026531897,0.00790654337672947,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Dpep1/Fmo4/Fmo5,10
BP,GO:0046649,lymphocyte activation,49/863,174/4859,3.762104021330224e-4,0.010131834341414528,0.009017562310669393,Adk/Arg2/Atm/B2m/Bad/Bst1/Btnl1/Btnl2/Casp3/Cd38/Cd74/Cdh17/Ceacam1/Coro1a/Csk/Dock8/Dpp4/Efnb1/Erbb2/Fas/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Hectd1/Hells/Itch/Lyn/Mertk/Msh2/Msh6/Nck2/Ncor1/Pck1/Pik3r1/Plcg2/Pnp/Prdx1/Psmb10/Ptk2b/Ptprc/Pycard/Rabl3/Rhoa/Stat3/Syk/Vav1/Vnn1/Zmiz1,49
BP,GO:1901135,carbohydrate derivative metabolic process,97/863,400/4859,3.8869889415455605e-4,0.010157234195288776,0.00904016875657788,Abcd1/Abcg2/Abhd6/Acaa2/Acat1/Acot12/Acot4/Acp6/Acss2/Adcy6/Adk/Ago2/Ahcy/Akr1a1/Akr1c18/Aqp11/Atp5j/B4galnt1/B4galnt2/B4galt5/Bad/Cda/Ces1d/Ces2a/Cmpk2/Cox5b/Dgat1/Dld/Dpyd/Dtymk/Engase/Eno3/Far2/Fasn/Gal3st2/Galnt1/Galnt10/Gcdh/Gmds/Gne/Gnpda1/Golph3/Gpd1/Gpd1l/Gucy2c/Hexb/Hnf4a/Hsd17b4/Itpa/Khk/Magt1/Mccc2/Mcee/Mgat3/Mgat4a/Mlxipl/Mogs/COX2/Mvd/Mvk/Nanp/Ncor1/Ndufc2/Nme3/Nudt2/Nudt4/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pfkfb4/Pgm3/Pipox/Pmvk/Pnp/Ppcs/Prpsap1/Prpsap2/Pycrl/Rfk/Rhoa/Rrm1/Samhd1/Scp2/Slc4a4/Slc51b/Smpd3/St3gal4/St6galnac2/Stat3/Stt3b/Sult1b1/Sult2b1/Tymp/Uap1/Upp1,97
BP,GO:0070661,leukocyte proliferation,27/863,80/4859,3.892553703471993e-4,0.010157234195288776,0.00904016875657788,Adk/Arg2/Atm/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Dock8/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Hells/Itch/Lyn/Mapk1/Nck2/Pnp/Psmb10/Ptk2/Ptprc/Pycard/Syk,27
BP,GO:0001916,positive regulation of T cell mediated cytotoxicity,7/863,10/4859,3.971069680085649e-4,0.010157234195288776,0.00904016875657788,B2m/H2-K1/H2-T23/H2-T3/Pnp/Ptprc/Tap2,7
BP,GO:0019883,antigen processing and presentation of endogenous antigen,7/863,10/4859,3.971069680085649e-4,0.010157234195288776,0.00904016875657788,B2m/Erap1/H2-K1/H2-T23/H2-T3/Tap1/Tap2,7
BP,GO:0032530,regulation of microvillus organization,7/863,10/4859,3.971069680085649e-4,0.010157234195288776,0.00904016875657788,Atp8b1/Cdhr5/Hnf4a/Pls1/Twf2/Ush1c/Vil1,7
BP,GO:0042738,exogenous drug catabolic process,7/863,10/4859,3.971069680085649e-4,0.010157234195288776,0.00904016875657788,Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1,7
BP,GO:0009060,aerobic respiration,19/863,49/4859,3.9730677974769024e-4,0.010157234195288776,0.00904016875657788,Aco1/Cat/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox7c/Idh2/Ireb2/COX3/ND1/ND4/Ndufs4/Ndufs7/Ndufs8/Sdhb/Sdhc/Uqcr10/Uqcrb,19
BP,GO:0006084,acetyl-CoA metabolic process,13/863,28/4859,4.3044999797897584e-4,0.010858415750260787,0.009664236240311474,Acaa2/Acat1/Acot12/Acss2/Dld/Fasn/Mvd/Mvk/Pdk2/Pdk3/Pipox/Pmvk/Ppcs,13
BP,GO:0006812,cation transport,72/863,281/4859,4.308895138992376e-4,0.010858415750260787,0.009664236240311474,Abat/Abcb1a/Ace/Ace2/Ano6/Aoc1/Aqp1/Arg2/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp5j/B2m/Cask/Cdkn1b/Chp2/Clca1/Cnnm4/Coro1a/Cox5b/Ctss/Cubn/Dbi/Fkbp4/Fth1/Glrx/Gnaq/Gpd1l/Lyn/Magt1/Maob/Mcur1/ND4/ND5/Mylk/Ndufs7/Pde4d/Pdzk1/Plcg2/Pm20d1/Pml/Ptk2b/Ptprc/Rep15/Rhoa/Saraf/Sfxn1/Slc12a2/Slc12a6/Slc13a2/Slc23a2/Slc25a15/Slc25a45/Slc34a2/Slc38a10/Slc3a2/Slc43a2/Slc44a1/Slc44a4/Slc4a4/Slc5a1/Slc5a11/Slc6a19/Slc7a8/Slc9a3/Slc9a3r1/Smpd3/Steap3/Syk/Tcn2/Trpm4,72
BP,GO:0010817,regulation of hormone levels,44/863,153/4859,4.5277784491705317e-4,0.011329079694094777,0.010083137822975511,Abat/Abcb1a/Ace/Adh1/Akr1c18/Aldh1a1/Aqp1/Atp1a1/Bad/Bco2/Cask/Cd38/Cyb5r4/Cyp2c55/Cyp2s1/Dgat1/Dhcr7/Enpep/Fam3b/Glrx/Glud1/Hadh/Hnf4a/Hsd17b11/Hsd17b4/Iyd/Kalrn/Lyn/Nadk/Nr3c1/Pcsk5/Plb1/Rdh11/Rdh16/Retsat/Scp2/Sgpl1/Slc16a10/Slc27a4/Slc7a8/Smad4/Smpd3/Sult1b1/Trpm4,44
BP,GO:0030098,lymphocyte differentiation,29/863,89/4859,4.69541490863738e-4,0.011665791406811746,0.010382818882479843,Atm/B2m/Bad/Btnl1/Cd74/Cdh17/Erbb2/Fas/H2-Aa/H2-Ab1/H2-DMa/Hectd1/Hells/Mertk/Msh2/Ncor1/Pck1/Pik3r1/Plcg2/Pnp/Ptk2b/Ptprc/Rabl3/Rhoa/Stat3/Syk/Vav1/Vnn1/Zmiz1,29
BP,GO:0072593,reactive oxygen species metabolic process,34/863,110/4859,4.7959588997232406e-4,0.01177115890010014,0.010476598340792075,Abcd1/Akr1c18/Apoa4/Arg2/Atp2b4/Atpif1/Bco2/Bcr/Cat/Cd36/Cyb5r4/Dhfr/Gpx1/Grb2/Khsrp/Mapk14/COX2/Ndufa13/Ndufc2/Ndufs1/Ndufs3/Ndufs4/Pdk3/Prdx1/Prdx4/Ptk2b/Rfk/Rhoa/Smpd3/Spr/Stat3/Syk/Vav1/Xdh,34
BP,GO:0030593,neutrophil chemotaxis,12/863,25/4859,4.907764693317491e-4,0.01177115890010014,0.010476598340792075,Bst1/Camk1d/Ccl25/Ccl6/Cd74/Dapk2/Dpep1/Dpp4/Mpp1/Pde4d/Syk/Vav1,12
BP,GO:0032526,response to retinoic acid,12/863,25/4859,4.907764693317491e-4,0.01177115890010014,0.010476598340792075,Add1/Adh1/Aqp1/Atm/Ctsh/Lyn/Ndufa13/Ptk2b/Ptk6/Rxra/Twf2/Yes1,12
BP,GO:0008217,regulation of blood pressure,18/863,46/4859,4.937527626697291e-4,0.01177115890010014,0.010476598340792075,Abat/Ace/Ace2/Anpep/Atp1a1/Atp5j/Cd36/Enpep/Ephx2/Erap1/Guca2b/Hsd11b2/Klk1/Pik3r1/Plcb3/Rhoa/Rnpep/Slc2a5,18
BP,GO:0032943,mononuclear cell proliferation,25/863,73/4859,4.938014504577156e-4,0.01177115890010014,0.010476598340792075,Adk/Arg2/Atm/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Dock8/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Hells/Itch/Lyn/Nck2/Pnp/Psmb10/Ptprc/Pycard/Syk,25
BP,GO:0046651,lymphocyte proliferation,25/863,73/4859,4.938014504577156e-4,0.01177115890010014,0.010476598340792075,Adk/Arg2/Atm/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Dock8/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Hells/Itch/Lyn/Nck2/Pnp/Psmb10/Ptprc/Pycard/Syk,25
BP,GO:0046889,positive regulation of lipid biosynthetic process,16/863,39/4859,5.425503041780649e-4,0.012786263436031,0.011380064396013988,Abcd1/Abhd6/Apoa1/Apoa4/Cd74/Dbi/Dgat1/Fdps/Hnf4a/Lpgat1/Mlxipl/Scp2/Sec14l2/Smpd3/Sorbs1/Stard4,16
BP,GO:0090407,organophosphate biosynthetic process,57/863,213/4859,5.43633649491114e-4,0.012786263436031,0.011380064396013988,Acat1/Acss2/Adcy6/Adk/Agpat3/Apoa1/Atp5j/Chka/Chkb/Ckmt1/Cmpk2/Cox5b/Dgka/Dld/Dtymk/Fdps/Flad1/Gcdh/Gucy2c/Hexb/Idh2/Ipmk/Lpcat3/Lpgat1/Mapk1/Mocs1/Mocs2/COX2/Mthfd1/Mvd/Mvk/Nadk/Naprt/Ndufc2/Nme3/Nudt2/Oasl2/Pank3/Papss1/Pcyt2/Pdk2/Pdk3/Pip5k1b/Plcg2/Pmvk/Pnp/Pnpo/Ppcs/Prpsap1/Prpsap2/Ptdss1/Ptk2b/Rfk/Rrm1/Scp2/Stat3/Tpk1,57
BP,GO:0001909,leukocyte mediated cytotoxicity,14/863,32/4859,5.524375920183317e-4,0.012907283606891883,0.011487775092301734,B2m/Ceacam1/Coro1a/Ctsh/Gzmb/H2-K1/H2-T23/H2-T3/Pnp/Prdx1/Ptprc/Tap1/Tap2/Vav1,14
